,DATE,GDP,EXCH,STOCK,GOLD,SP500 (Percent change from a year ago),10Y Rate - 3M TBill,10Y Rate (Percent change from a year ago,3M TBill (Percent Change from a year ago),6M TBill - FF,1Y Rate - FF,5Y Rate - FF,10Y Rate - FF,Composite Leading Indicator,Recession State
365,1986-10-28,2.2,1.4155,357.2,410.7,0.24101265800000002,1.9,-26.246190000000002,-26.10497,-0.63,-0.3,0.66,1.16,99.82278000000001,0
366,1986-10-29,2.2,1.4115,358.45,405.8,0.24101265800000002,1.9,-26.246190000000002,-26.10497,-0.63,-0.3,0.66,1.16,99.82278000000001,0
367,1986-10-30,2.2,1.3973,361.05,406.5,0.24101265800000002,1.9,-26.246190000000002,-26.10497,-0.63,-0.3,0.66,1.16,99.82278000000001,0
368,1986-10-31,2.2,1.4055,360.77,401.0,0.24101265800000002,1.9,-26.246190000000002,-26.10497,-0.63,-0.3,0.66,1.16,99.82278000000001,0
369,1987-01-01,3.0,1.48625,351.045,398.58333333333326,0.270413064,1.65,-22.573610000000002,-23.19661,-0.99,-0.41,0.44,0.89,100.0328,0
370,1987-01-26,3.0,1.527,387.98,406.0,0.28030993600000004,1.66,-16.66667,-20.82153,-0.51,-0.16,0.67,1.13,100.2237,0
371,1987-01-27,3.0,1.5357,390.75,411.5,0.28030993600000004,1.66,-16.66667,-20.82153,-0.51,-0.16,0.67,1.13,100.2237,0
372,1987-01-28,3.0,1.536,392.04,413.75,0.28030993600000004,1.66,-16.66667,-20.82153,-0.51,-0.16,0.67,1.13,100.2237,0
373,1987-01-29,3.0,1.5368,390.98,409.7,0.28030993600000004,1.66,-16.66667,-20.82153,-0.51,-0.16,0.67,1.13,100.2237,0
374,1987-01-30,3.0,1.514,392.06,400.5,0.28030993600000004,1.66,-16.66667,-20.82153,-0.51,-0.16,0.67,1.13,100.2237,0
375,1987-01-04,3.0,1.6019999999999999,428.34,418.75,0.21554621899999998,2.38,8.64198,-6.930689999999999,-0.47,0.05,1.12,1.57,100.611,0
376,1987-01-05,3.0,1.6685,418.44,456.75,0.21215932899999998,2.95,11.45833,-7.96748,-0.8,0.18,1.43,1.79,100.7667,0
377,1987-01-06,3.0,1.6242,415.01,442.9,0.228699552,2.73,7.544760000000001,-8.69565,-0.74,0.07,1.29,1.68,100.8775,0
378,1987-01-07,3.0,1.6155,424.46,445.75,0.291007494,2.76,15.934070000000002,-2.40137,-0.82,0.1,1.42,1.86,100.9292,0
379,1987-01-09,3.0,1.6401,452.5,453.75,0.337389845,3.02,26.11036,22.84069,-0.58,0.38,1.66,2.13,100.8006,0
380,1987-01-10,3.0,1.6165,448.45,454.9,0.18028643600000002,3.39,28.36022,18.33977,-0.6,0.32,1.81,2.25,100.6445,0
381,1987-01-12,3.0,1.818,305.24,487.8,-0.030571199,3.22,26.90141,4.33996,-0.41,0.4,1.68,2.22,100.3632,0
382,1987-04-27,4.4,1.6675,409.67,474.75,0.21215932899999998,2.95,11.45833,-7.96748,-0.8,0.18,1.43,1.79,100.7667,0
383,1987-04-28,4.4,1.6545,411.94,453.0,0.21215932899999998,2.95,11.45833,-7.96748,-0.8,0.18,1.43,1.79,100.7667,0
384,1987-04-29,4.4,1.6597,414.2,449.0,0.21215932899999998,2.95,11.45833,-7.96748,-0.8,0.18,1.43,1.79,100.7667,0
385,1987-04-30,4.4,1.6605,417.81,453.25,0.21215932899999998,2.95,11.45833,-7.96748,-0.8,0.18,1.43,1.79,100.7667,0
386,1987-04-06,4.4,1.6232,417.41,452.75,0.228699552,2.73,7.544760000000001,-8.69565,-0.74,0.07,1.29,1.68,100.8775,0
387,1987-04-09,4.4,1.6538,446.48,464.75,0.337389845,3.02,26.11036,22.84069,-0.58,0.38,1.66,2.13,100.8006,0
388,1987-04-12,4.4,1.798,292.92,486.25,-0.030571199,3.22,26.90141,4.33996,-0.41,0.4,1.68,2.22,100.3632,0
389,1987-07-27,3.5,1.5975,428.87,453.15,0.344489796,2.72,21.35922,9.22242,-0.58,0.28,1.58,2.02,100.90299999999999,0
390,1987-07-28,3.5,1.5985,429.97,456.15,0.344489796,2.72,21.35922,9.22242,-0.58,0.28,1.58,2.02,100.90299999999999,0
391,1987-07-29,3.5,1.6,431.2,457.75,0.344489796,2.72,21.35922,9.22242,-0.58,0.28,1.58,2.02,100.90299999999999,0
392,1987-07-30,3.5,1.594,433.57,457.15,0.344489796,2.72,21.35922,9.22242,-0.58,0.28,1.58,2.02,100.90299999999999,0
393,1987-07-31,3.5,1.591,434.93,462.5,0.344489796,2.72,21.35922,9.22242,-0.58,0.28,1.58,2.02,100.90299999999999,0
394,1987-10-26,7.0,1.6880000000000002,298.9,475.0,-0.00040799699999999995,3.17,22.2069,6.3551400000000005,-0.5,0.29,1.67,2.19,100.4798,0
395,1987-10-27,7.0,1.6965,296.34,474.0,-0.00040799699999999995,3.17,22.2069,6.3551400000000005,-0.5,0.29,1.67,2.19,100.4798,0
396,1987-10-28,7.0,1.71,291.88,477.5,-0.00040799699999999995,3.17,22.2069,6.3551400000000005,-0.5,0.29,1.67,2.19,100.4798,0
397,1987-10-29,7.0,1.719,307.05,472.45,-0.00040799699999999995,3.17,22.2069,6.3551400000000005,-0.5,0.29,1.67,2.19,100.4798,0
398,1987-10-30,7.0,1.7215,323.3,468.8,-0.00040799699999999995,3.17,22.2069,6.3551400000000005,-0.5,0.29,1.67,2.19,100.4798,0
399,1988-01-01,2.1,1.88165,334.475,481.7,-0.052930057,2.86,22.53521,6.99816,-0.58,0.14,1.33,1.81,100.3054,0
400,1988-01-02,2.1,1.758,346.2,452.7,-0.081167675,2.55,13.37931,1.25224,-0.65,0.06,1.14,1.64,100.2975,0
401,1988-01-03,2.1,1.7775,367.32,429.3,-0.09162393199999999,2.67,15.37396,1.9678,-0.67,0.12,1.25,1.79,100.3264,0
402,1988-01-04,2.1,1.89,373.265,455.83333333333326,-0.092291739,2.81,9.72222,4.78723,-0.66,0.11,1.29,1.82,100.3811,0
403,1988-01-06,2.1,1.8235,374.81,456.75,-0.10185799599999999,2.46,6.42093,13.932979999999999,-0.8,-0.04,0.95,1.39,100.5129,0
404,1988-01-07,2.1,1.7009999999999998,394.69,436.85,-0.132215414,2.33,6.8720399999999975,18.27768,-0.76,0.01,0.91,1.31,100.5499,0
405,1988-01-08,2.1,1.713,388.0,434.6,-0.199453552,2.2,5.82857,16.887420000000002,-0.62,0.17,0.94,1.26,100.564,0
406,1988-01-09,2.1,1.669,372.96,430.4,-0.159083778,1.74,-3.84205,13.125,-0.76,-0.1,0.5,0.78,100.565,0
407,1988-01-11,2.1,1.7668,382.35,410.9,0.10612244900000001,1.2,0.7900699999999999,36.37961,-0.49,0.12,0.43,0.6,100.5504,0
408,1988-01-12,2.1,1.8525,373.87,424.75,0.147302905,1.04,1.10988,39.86135,-0.54,0.22,0.32,0.33,100.5294,0
409,1988-04-02,5.4,1.7628,344.66,443.25,-0.081167675,2.55,13.37931,1.25224,-0.65,0.06,1.14,1.64,100.2975,0
410,1988-04-03,5.4,1.774,373.37,431.8,-0.09162393199999999,2.67,15.37396,1.9678,-0.67,0.12,1.25,1.79,100.3264,0
411,1988-04-25,5.4,1.8748,375.27,450.2,-0.114147354,2.83,6.07477,10.600710000000001,-0.53,0.34,1.53,2.04,100.4499,0
412,1988-04-26,5.4,1.875,377.84,447.0,-0.114147354,2.83,6.07477,10.600710000000001,-0.53,0.34,1.53,2.04,100.4499,0
413,1988-04-27,5.4,1.8769999999999998,378.67,450.3,-0.114147354,2.83,6.07477,10.600710000000001,-0.53,0.34,1.53,2.04,100.4499,0
414,1988-04-28,5.4,1.874,378.77,452.1,-0.114147354,2.83,6.07477,10.600710000000001,-0.53,0.34,1.53,2.04,100.4499,0
415,1988-04-29,5.4,1.8785,379.23,449.0,-0.114147354,2.83,6.07477,10.600710000000001,-0.53,0.34,1.53,2.04,100.4499,0
416,1988-04-08,5.4,1.709,388.86,433.1,-0.199453552,2.2,5.82857,16.887420000000002,-0.62,0.17,0.94,1.26,100.564,0
417,1988-04-11,5.4,1.765,381.02,421.0,0.10612244900000001,1.2,0.7900699999999999,36.37961,-0.49,0.12,0.43,0.6,100.5504,0
418,1988-10-31,5.4,1.7690000000000001,382.46,412.4,0.10612244900000001,1.2,0.7900699999999999,36.37961,-0.49,0.12,0.43,0.6,100.5504,0
419,1989-01-30,4.1,1.7618,399.22,394.0,0.139093375,0.64,11.192210000000001,50.70671,-0.81,-0.12,-0.1,-0.2,100.3773,0
420,1989-01-31,4.1,1.75,401.3,394.0,0.139093375,0.64,11.192210000000001,50.70671,-0.81,-0.12,-0.1,-0.2,100.3773,0
421,1989-01-02,4.1,1.7535,403.23,392.8,0.139093375,0.64,11.192210000000001,50.70671,-0.81,-0.12,-0.1,-0.2,100.3773,0
422,1989-01-03,4.1,1.724,399.8,384.05,0.10161836699999999,0.54,12.36495,54.73684,-1.0,-0.29,-0.35,-0.51,100.2351,0
423,1989-01-05,4.1,1.68,427.47,377.5,0.22569308899999999,0.43,-2.09251,34.66454,-1.4,-0.86,-0.92,-0.98,99.91934,0
424,1989-01-06,4.1,1.5730000000000002,448.32,361.4,0.195788696,0.13,-7.039110000000001,26.160989999999998,-1.6,-1.09,-1.23,-1.25,99.79848,0
425,1989-01-08,4.1,1.6545,453.29,369.0,0.314372393,0.21,-12.85097,11.898019999999999,-1.25,-0.82,-0.91,-0.89,99.69455,0
426,1989-01-09,4.1,1.557,471.34,359.4,0.29589552199999997,0.44,-8.99001,7.0442,-1.28,-0.81,-0.86,-0.84,99.69751,0
427,1989-01-11,4.1,1.5818,456.64,373.05,0.255350554,0.18,-11.75812,-0.9020600000000001,-1.06,-0.82,-0.77,-0.71,99.73491,0
428,1989-01-12,4.1,1.5659999999999998,457.1,413.85,0.260759494,0.21,-13.94072,-5.4522900000000005,-1.03,-0.8,-0.78,-0.69,99.76438,0
429,1989-04-05,3.1,1.6833,429.23,378.25,0.22569308899999999,0.43,-2.09251,34.66454,-1.4,-0.86,-0.92,-0.98,99.91934,0
430,1989-04-08,3.1,1.6145,457.42,370.5,0.314372393,0.21,-12.85097,11.898019999999999,-1.25,-0.82,-0.91,-0.89,99.69455,0
431,1989-07-31,3.0,1.666,453.84,368.3,0.314372393,0.21,-12.85097,11.898019999999999,-1.25,-0.82,-0.91,-0.89,99.69455,0
432,1989-10-30,0.8,1.5783,451.37,377.0,0.255350554,0.18,-11.75812,-0.9020600000000001,-1.06,-0.82,-0.77,-0.71,99.73491,0
433,1989-10-31,0.8,1.5775,455.63,375.3,0.255350554,0.18,-11.75812,-0.9020600000000001,-1.06,-0.82,-0.77,-0.71,99.73491,0
434,1990-01-01,4.4,1.61275,457.075,398.86666666666673,0.191205326,0.57,-10.32967,-7.6179,-0.68,-0.34,-0.14,-0.05,99.79704,0
435,1990-01-29,4.4,1.6780000000000002,418.11,418.75,0.12397959199999999,0.73,-7.2210100000000015,-9.26143,-0.54,-0.14,0.18,0.23,99.82634,0
436,1990-01-30,4.4,1.6818,410.72,418.15,0.12397959199999999,0.73,-7.2210100000000015,-9.26143,-0.54,-0.14,0.18,0.23,99.82634,0
437,1990-01-31,4.4,1.6794,415.81,415.05,0.12397959199999999,0.73,-7.2210100000000015,-9.26143,-0.54,-0.14,0.18,0.23,99.82634,0
438,1990-01-02,4.4,1.6815,417.76,415.8,0.12397959199999999,0.73,-7.2210100000000015,-9.26143,-0.54,-0.14,0.18,0.23,99.82634,0
439,1990-01-03,4.4,1.665,427.21,406.3,0.156337547,0.69,-8.44017,-10.43084,-0.43,0.07,0.32,0.31,99.82670999999999,0
440,1990-01-05,4.4,1.6405,421.85,369.5,0.115801211,1.02,-1.12486,-8.18505,-0.42,0.17,0.59,0.61,99.59018,0
441,1990-01-06,4.4,1.6838,462.13,363.45,0.113345691,0.75,2.1634599999999997,-5.15337,-0.66,-0.2,0.14,0.18,99.3128,0
442,1990-01-08,4.4,1.855,435.91,370.65,-0.045729948,1.3,8.05452,-5.6962,-0.75,-0.37,0.29,0.6,98.46288,1
443,1990-01-10,4.4,1.889,354.65,396.3,-0.115947035,1.55,8.97756,-6.15183,-0.95,-0.59,0.19,0.58,97.58037,1
444,1990-01-11,4.4,1.95,330.6,380.4,-0.07322163400000001,1.33,6.85279,-8.19246,-0.78,-0.51,0.19,0.56,97.29697,1
445,1990-04-01,1.5,1.6293,459.39,396.5,0.191205326,0.57,-10.32967,-7.6179,-0.68,-0.34,-0.14,-0.05,99.79704,0
446,1990-04-30,1.5,1.6389,420.07,367.75,0.115801211,1.02,-1.12486,-8.18505,-0.42,0.17,0.59,0.61,99.59018,0
447,1990-04-05,1.5,1.66,428.61,371.3,0.115801211,1.02,-1.12486,-8.18505,-0.42,0.17,0.59,0.61,99.59018,0
448,1990-04-10,1.5,1.9118,349.89,395.75,-0.115947035,1.55,8.97756,-6.15183,-0.95,-0.59,0.19,0.58,97.58037,1
449,1990-07-30,0.3,1.8438,439.38,367.3,-0.045729948,1.3,8.05452,-5.6962,-0.75,-0.37,0.29,0.6,98.46288,1
450,1990-07-31,0.3,1.86,438.24,372.3,-0.045729948,1.3,8.05452,-5.6962,-0.75,-0.37,0.29,0.6,98.46288,1
451,1990-10-29,-3.6,1.953,330.8,372.7,-0.07322163400000001,1.33,6.85279,-8.19246,-0.78,-0.51,0.19,0.56,97.29697,1
452,1990-10-30,-3.6,1.9475,329.83,373.75,-0.07322163400000001,1.33,6.85279,-8.19246,-0.78,-0.51,0.19,0.56,97.29697,1
453,1990-10-31,-3.6,1.944,329.84,379.5,-0.07322163400000001,1.33,6.85279,-8.19246,-0.78,-0.51,0.19,0.56,97.29697,1
454,1991-01-01,-1.9,1.9355,373.015,389.26666666666665,-0.042591993,1.87,-0.8578399999999999,-18.586389999999998,-0.63,-0.46,0.59,0.98,97.24259,1
455,1991-01-28,-1.9,1.9642,396.8,374.5,0.096262672,1.91,-7.1934,-23.25581,-0.32,-0.01,1.19,1.57,97.45387,1
456,1991-01-29,-1.9,1.9695,400.61,376.8,0.096262672,1.91,-7.1934,-23.25581,-0.32,-0.01,1.19,1.57,97.45387,1
457,1991-01-30,-1.9,1.9609999999999999,408.53,367.1,0.096262672,1.91,-7.1934,-23.25581,-0.32,-0.01,1.19,1.57,97.45387,1
458,1991-01-31,-1.9,1.965,414.2,366.0,0.096262672,1.91,-7.1934,-23.25581,-0.32,-0.01,1.19,1.57,97.45387,1
459,1991-01-02,-1.9,1.9763,417.69,364.5,0.096262672,1.91,-7.1934,-23.25581,-0.32,-0.01,1.19,1.57,97.45387,1
460,1991-01-03,-1.9,1.8980000000000001,456.73,366.9,0.099923181,2.2,-5.60093,-25.18987000000001,-0.2,0.2,1.58,1.92,97.7675,1
461,1991-01-04,-1.9,1.7585,480.86,356.88333333333327,0.122715714,2.39,-8.323830000000001,-27.28443,-0.2,0.27,1.74,2.07,98.12267,0
462,1991-01-05,-1.9,1.7265,487.85,356.5,0.079200571,2.61,-8.191130000000001,-29.457359999999998,-0.17,0.32,1.89,2.26,98.47965,0
463,1991-01-07,-1.9,1.614,481.31,368.9,0.056106435999999996,2.69,-2.35849,-26.77165,-0.12,0.46,2.07,2.43,99.05611,0
464,1991-01-08,-1.9,1.6735,504.15,363.4,0.177324263,2.57,-8.94495,-28.45638,-0.27,0.09,1.74,2.21,99.19176,0
465,1991-01-10,-1.9,1.7485,528.51,353.95,0.259703048,2.54,-13.95881,-30.404459999999997,-0.17,0.09,1.63,2.29,99.17129,0
466,1991-01-11,-1.9,1.7498,540.93,357.75,0.224015985,2.86,-11.757719999999999,-35.410759999999996,-0.2,0.08,1.8,2.6,99.10006,0
467,1991-04-01,3.2,1.932,367.24,387.4,-0.042591993,1.87,-0.8578399999999999,-18.586389999999998,-0.63,-0.46,0.59,0.98,97.24259,1
468,1991-04-04,3.2,1.788,497.57,358.4,0.122715714,2.39,-8.323830000000001,-27.28443,-0.2,0.27,1.74,2.07,98.12267,0
469,1991-04-29,3.2,1.6765,487.74,351.1,0.079200571,2.61,-8.191130000000001,-29.457359999999998,-0.17,0.32,1.89,2.26,98.47965,0
470,1991-04-30,3.2,1.7225,484.72,357.75,0.079200571,2.61,-8.191130000000001,-29.457359999999998,-0.17,0.32,1.89,2.26,98.47965,0
471,1991-04-07,3.2,1.61035,474.185,369.25,0.056106435999999996,2.69,-2.35849,-26.77165,-0.12,0.46,2.07,2.43,99.05611,0
472,1991-04-10,3.2,1.739,520.4,356.3,0.259703048,2.54,-13.95881,-30.404459999999997,-0.17,0.09,1.63,2.29,99.17129,0
473,1991-07-29,2.0,1.6743,493.35,365.1,0.177324263,2.57,-8.94495,-28.45638,-0.27,0.09,1.74,2.21,99.19176,0
474,1991-07-30,2.0,1.6798,498.27,361.35,0.177324263,2.57,-8.94495,-28.45638,-0.27,0.09,1.74,2.21,99.19176,0
475,1991-07-31,2.0,1.6845,502.04,362.85,0.177324263,2.57,-8.94495,-28.45638,-0.27,0.09,1.74,2.21,99.19176,0
476,1991-10-28,1.4,1.7047,529.41,358.5,0.224015985,2.86,-11.757719999999999,-35.410759999999996,-0.2,0.08,1.8,2.6,99.10006,0
477,1991-10-29,1.4,1.723,534.51,357.4,0.224015985,2.86,-11.757719999999999,-35.410759999999996,-0.2,0.08,1.8,2.6,99.10006,0
478,1991-10-30,1.4,1.7425,541.32,359.35,0.224015985,2.86,-11.757719999999999,-35.410759999999996,-0.2,0.08,1.8,2.6,99.10006,0
479,1991-10-31,1.4,1.7425,542.98,357.45,0.224015985,2.86,-11.757719999999999,-35.410759999999996,-0.2,0.08,1.8,2.6,99.10006,0
480,1992-01-01,4.9,1.867,586.395,351.65,0.278318842,3.23,-13.47342,-38.90675,-0.16,0.04,2.13,2.92,99.1162,0
481,1992-01-27,4.9,1.776,621.0,356.1,0.13885054900000002,3.5,-6.7344300000000015,-35.35354,-0.13,0.23,2.52,3.28,99.23872,0
482,1992-01-28,4.9,1.7945,621.29,356.3,0.13885054900000002,3.5,-6.7344300000000015,-35.35354,-0.13,0.23,2.52,3.28,99.23872,0
483,1992-01-29,4.9,1.806,616.31,354.85,0.13885054900000002,3.5,-6.7344300000000015,-35.35354,-0.13,0.23,2.52,3.28,99.23872,0
484,1992-01-30,4.9,1.7730000000000001,621.37,356.0,0.13885054900000002,3.5,-6.7344300000000015,-35.35354,-0.13,0.23,2.52,3.28,99.23872,0
485,1992-01-31,4.9,1.7890000000000001,620.21,354.1,0.13885054900000002,3.5,-6.7344300000000015,-35.35354,-0.13,0.23,2.52,3.28,99.23872,0
486,1992-01-04,4.9,1.7265,602.09,344.0,0.073035188,3.73,-7.21393,-33.62832,0.14,0.46,2.94,3.64,99.54632,0
487,1992-01-05,4.9,1.786,578.14,337.5,0.097409984,3.76,-8.05452,-33.51648,-0.07,0.35,2.85,3.55,99.63762,0
488,1992-01-06,4.9,1.8227,588.37,336.85,0.079251368,3.6,-12.07729,-34.29084,0.01,0.36,2.68,3.46,99.66254,0
489,1992-01-07,4.9,1.911,568.99,343.55,0.091576151,3.63,-16.90821,-42.47312,0.03,0.25,2.49,3.5,99.6497,0
490,1992-01-09,4.9,1.996,565.61,341.7,0.080785124,3.51,-16.16688,-44.25287,-0.26,-0.11,2.09,3.13,99.67123000000001,0
491,1992-01-10,4.9,1.734,578.33,348.55,0.066222084,3.73,-12.76596,-42.68537,-0.06,0.16,2.46,3.44,99.76926999999999,0
492,1992-01-12,4.9,1.535,653.95,334.65,0.12130961900000001,3.55,-4.5007,-20.884520000000002,0.44,0.75,3.11,3.8,100.0371,0
493,1992-04-27,4.4,1.78,566.94,335.7,0.097409984,3.76,-8.05452,-33.51648,-0.07,0.35,2.85,3.55,99.63762,0
494,1992-04-28,4.4,1.775,560.33,336.75,0.097409984,3.76,-8.05452,-33.51648,-0.07,0.35,2.85,3.55,99.63762,0
495,1992-04-29,4.4,1.7698,569.94,335.7,0.097409984,3.76,-8.05452,-33.51648,-0.07,0.35,2.85,3.55,99.63762,0
496,1992-04-30,4.4,1.775,578.68,336.35,0.097409984,3.76,-8.05452,-33.51648,-0.07,0.35,2.85,3.55,99.63762,0
497,1992-04-06,4.4,1.825,588.26,338.4,0.079251368,3.6,-12.07729,-34.29084,0.01,0.36,2.68,3.46,99.66254,0
498,1992-04-09,4.4,1.9945,573.44,342.05,0.080785124,3.51,-16.16688,-44.25287,-0.26,-0.11,2.09,3.13,99.67123000000001,0
499,1992-04-12,4.4,1.557,661.6,335.6,0.12130961900000001,3.55,-4.5007,-20.884520000000002,0.44,0.75,3.11,3.8,100.0371,0
500,1992-07-27,4.0,1.916,564.73,358.4,0.073266564,3.46,-17.00252,-41.2758,-0.09,0.15,2.27,3.26,99.63923,0
501,1992-07-28,4.0,1.929,571.63,359.6,0.073266564,3.46,-17.00252,-41.2758,-0.09,0.15,2.27,3.26,99.63923,0
502,1992-07-29,4.0,1.9175,577.49,356.2,0.073266564,3.46,-17.00252,-41.2758,-0.09,0.15,2.27,3.26,99.63923,0
503,1992-07-30,4.0,1.9195,578.8,356.75,0.073266564,3.46,-17.00252,-41.2758,-0.09,0.15,2.27,3.26,99.63923,0
504,1992-07-31,4.0,1.92,580.83,357.85,0.073266564,3.46,-17.00252,-41.2758,-0.09,0.15,2.27,3.26,99.63923,0
505,1992-10-26,4.2,1.5865,598.92,341.45,0.09566749599999999,3.74,-7.53701,-31.35965,0.25,0.6,2.95,3.79,99.91091,0
506,1992-10-27,4.2,1.5775,596.95,338.25,0.09566749599999999,3.74,-7.53701,-31.35965,0.25,0.6,2.95,3.79,99.91091,0
507,1992-10-28,4.2,1.578,601.39,338.2,0.09566749599999999,3.74,-7.53701,-31.35965,0.25,0.6,2.95,3.79,99.91091,0
508,1992-10-29,4.2,1.57,605.82,339.5,0.09566749599999999,3.74,-7.53701,-31.35965,0.25,0.6,2.95,3.79,99.91091,0
509,1992-10-30,4.2,1.5625,605.17,339.25,0.09566749599999999,3.74,-7.53701,-31.35965,0.25,0.6,2.95,3.79,99.91091,0
510,1993-01-01,0.7,1.507,674.375,329.8,0.046024802999999996,3.6,-5.42857,-21.052629999999997,0.12,0.38,2.71,3.48,100.0977,0
511,1993-01-02,0.7,1.454,701.77,329.75,0.07063215,3.33,-14.7139,-23.69792,0.04,0.33,2.37,3.2,100.0793,0
512,1993-01-03,0.7,1.4363,669.51,328.5,0.10506677099999999,3.03,-20.92715,-26.9802,-0.02,0.22,2.08,2.86,99.98985,0
513,1993-01-04,0.7,1.526,686.64,336.35,0.087553079,3.1,-19.83914,-23.46667,0.01,0.26,2.15,2.99,99.8601,0
514,1993-01-06,0.7,1.551,704.28,377.35,0.097460014,2.89,-17.582420000000006,-16.12022,0.16,0.46,2.15,2.89,99.58126999999999,0
515,1993-01-07,0.7,1.5065,703.59,379.0,0.077677388,2.77,-15.55233,-5.29595,0.1,0.38,2.0,2.71,99.51073000000001,0
516,1993-01-09,0.7,1.5075,746.15,369.05,0.097400115,2.41,-16.485229999999998,1.37457,-0.03,0.22,1.6,2.22,99.62491999999999,0
517,1993-01-10,0.7,1.5048,763.23,354.0,0.12460606099999999,2.31,-18.75,5.59441,0.13,0.4,1.71,2.34,99.8073,0
518,1993-01-11,0.7,1.4807,783.77,363.25,0.09471667800000001,2.62,-16.73945,-0.95847,0.24,0.55,2.03,2.7,100.0393,0
519,1993-01-12,0.7,1.4805,763.81,373.1,0.06957579700000001,2.71,-14.874820000000001,-4.96894,0.27,0.65,2.19,2.82,100.2975,0
520,1993-04-02,2.3,1.4452,708.85,328.0,0.07063215,3.33,-14.7139,-23.69792,0.04,0.33,2.37,3.2,100.0793,0
521,1993-04-03,2.3,1.4535,680.73,328.05,0.10506677099999999,3.03,-20.92715,-26.9802,-0.02,0.22,2.08,2.86,99.98985,0
522,1993-04-26,2.3,1.59,645.87,349.25,0.073382995,3.08,-18.59838,-18.4573,0.07,0.35,2.18,3.02,99.70926,0
523,1993-04-27,2.3,1.5775,652.52,351.4,0.073382995,3.08,-18.59838,-18.4573,0.07,0.35,2.18,3.02,99.70926,0
524,1993-04-28,2.3,1.571,658.16,349.7,0.073382995,3.08,-18.59838,-18.4573,0.07,0.35,2.18,3.02,99.70926,0
525,1993-04-29,2.3,1.5705,658.45,355.6,0.073382995,3.08,-18.59838,-18.4573,0.07,0.35,2.18,3.02,99.70926,0
526,1993-04-30,2.3,1.5695,661.42,354.3,0.073382995,3.08,-18.59838,-18.4573,0.07,0.35,2.18,3.02,99.70926,0
527,1993-04-06,2.3,1.517,702.01,377.6,0.097460014,2.89,-17.582420000000006,-16.12022,0.16,0.46,2.15,2.89,99.58126999999999,0
528,1993-04-11,2.3,1.4788,757.26,372.0,0.09471667800000001,2.62,-16.73945,-0.95847,0.24,0.55,2.03,2.7,100.0393,0
529,1993-07-26,1.9,1.5015,704.54,391.75,0.086617376,2.66,-13.50531,-3.5143800000000005,0.11,0.39,1.97,2.63,99.52311999999999,0
530,1993-07-27,1.9,1.489,701.0,392.35,0.086617376,2.66,-13.50531,-3.5143800000000005,0.11,0.39,1.97,2.63,99.52311999999999,0
531,1993-07-28,1.9,1.4945,705.59,393.15,0.086617376,2.66,-13.50531,-3.5143800000000005,0.11,0.39,1.97,2.63,99.52311999999999,0
532,1993-07-29,1.9,1.4861,707.24,394.0,0.086617376,2.66,-13.50531,-3.5143800000000005,0.11,0.39,1.97,2.63,99.52311999999999,0
533,1993-07-30,1.9,1.485,704.7,401.75,0.086617376,2.66,-13.50531,-3.5143800000000005,0.11,0.39,1.97,2.63,99.52311999999999,0
534,1994-01-31,3.9,1.5005,800.47,377.9,0.067647725,2.72,-4.7923300000000015,10.9215,0.18,0.6,2.13,2.7,100.7338,0
535,1994-01-02,3.9,1.5030000000000001,797.24,381.65,0.067647725,2.72,-4.7923300000000015,10.9215,0.18,0.6,2.13,2.7,100.7338,0
536,1994-01-03,3.9,1.4854,788.64,381.3,0.030322552000000006,2.98,7.53769,18.644070000000006,0.44,0.97,2.59,3.13,100.87100000000001,0
537,1994-01-04,3.9,1.4735,735.435,387.7166666666666,0.009366254000000001,3.29,15.71906,28.22300000000001,0.53,1.25,2.96,3.41,100.95299999999999,0
538,1994-01-06,3.9,1.5172,735.52,386.3,0.015109583999999999,2.96,18.0,34.85342,0.3,0.99,2.42,2.83,100.9726,0
539,1994-01-07,3.9,1.5390000000000001,706.85,384.6,0.00918867,2.97,25.47332,42.43421,0.49,1.16,2.59,2.98,100.93299999999999,0
540,1994-01-08,3.9,1.5368,724.85,383.85,0.022262347999999998,2.76,27.017540000000004,48.34437,0.41,1.08,2.4,2.76,100.8791,0
541,1994-01-09,3.9,1.5445,758.95,386.0,0.016810382,2.84,38.17505,56.61017,0.31,1.01,2.34,2.71,100.8129,0
542,1994-01-11,3.9,1.632,772.19,384.5,-0.00406144,2.67,39.16084,70.64516,0.43,1.26,2.44,2.67,100.5959,0
543,1994-01-12,3.9,1.5652,741.2,380.1,-0.023092607,2.21,35.46713,83.00654,0.76,1.63,2.27,2.3,100.413,0
544,1994-04-02,5.5,1.479,777.28,388.5,0.067647725,2.72,-4.7923300000000015,10.9215,0.18,0.6,2.13,2.7,100.7338,0
545,1994-04-03,5.5,1.4895,790.55,375.95,0.030322552000000006,2.98,7.53769,18.644070000000006,0.44,0.97,2.59,3.13,100.87100000000001,0
546,1994-04-25,5.5,1.4915,730.8,373.0,0.0126895,3.04,18.87417,39.86486,0.59,1.3,2.76,3.17,100.9843,0
547,1994-04-26,5.5,1.5037,734.21,374.3,0.0126895,3.04,18.87417,39.86486,0.59,1.3,2.76,3.17,100.9843,0
548,1994-04-27,5.5,1.5055,732.95,374.25,0.0126895,3.04,18.87417,39.86486,0.59,1.3,2.76,3.17,100.9843,0
