,DATE,GDP,EXCH,STOCK,GOLD
578,1977-10-01,0.0,1.7641,99.03,157.95
579,1977-10-01,0.0,1.7677,99.05,157.8
580,1977-10-01,0.0,1.7722,99.14,160.2
581,1977-10-01,0.0,1.7741,99.25,160.3
582,1977-10-01,0.0,1.7732,98.45,161.6
583,1977-10-01,0.0,1.7705,98.6,160.1
584,1977-10-01,0.0,1.7694,98.54,161.2
585,1977-10-01,0.0,1.7743,97.89,163.25
586,1977-10-01,0.0,1.7766,96.83,162.85
587,1977-10-01,0.0,1.778,96.86,162.9
588,1977-10-01,0.0,1.7767,97.07,160.15
589,1977-10-01,0.0,1.7774,97.49,161.2
590,1977-10-01,0.0,1.8395,97.52,161.5
591,1978-01-01,1.3,1.939,104.525,167.075
592,1978-01-01,1.3,1.961,104.0,169.2
593,1978-01-01,1.3,1.96,103.66,171.85
594,1978-01-01,1.3,1.8865,103.21,165.7
595,1978-01-01,1.3,1.93,101.66,169.9
596,1978-01-01,1.3,1.9165,100.2,170.25
597,1978-01-01,1.3,1.918,99.58,173.1
598,1978-01-01,1.3,1.9405,99.09,172.15
599,1978-01-01,1.3,1.925,99.54,173.55
600,1978-01-01,1.3,1.93,99.77,172.45
601,1978-01-01,1.3,1.928,99.36,174.9
602,1978-01-01,1.3,1.923,99.98,172.95
603,1978-01-01,1.3,1.924,100.42,171.95
604,1978-01-01,1.3,1.9323,100.58,173.45
605,1978-01-01,1.3,1.9315,100.63,173.05
606,1978-01-01,1.3,1.9417,100.34,175.2
607,1978-01-01,1.3,1.9464,100.54,176.45
608,1978-01-01,1.3,1.9528,100.87,177.5
609,1978-01-01,1.3,1.9519,100.53,175.8
610,1978-01-01,1.3,1.9465,100.62,176.4
611,1978-01-01,1.3,1.9475,100.97,175.2
612,1978-01-01,1.3,1.9475,100.84,175.75
613,1978-04-01,16.4,1.8645,105.89,183.4
614,1978-04-01,16.4,1.8676,106.2,180.5
615,1978-04-01,16.4,1.873,106.95,178.4
616,1978-04-01,16.4,1.8735,107.47,181.0
617,1978-04-01,16.4,1.8746,108.23,179.1
618,1978-04-01,16.4,1.8753,108.53,178.7
619,1978-04-01,16.4,1.88,108.44,179.6
620,1978-04-01,16.4,1.875,108.87,180.0
621,1978-04-01,16.4,1.863,109.99,178.6
622,1978-04-01,16.4,1.856,111.29,178.5
623,1978-04-01,16.4,1.846,111.91,174.3
624,1978-04-01,16.4,1.844,111.43,173.5
625,1978-04-01,16.4,1.8408,111.64,174.65
626,1978-04-01,16.4,1.824,112.86,168.55
627,1978-04-01,16.4,1.8275,113.32,170.9
628,1978-04-01,16.4,1.8215,113.6,168.5
629,1978-04-01,16.4,1.8147,114.28,167.65
630,1978-04-01,16.4,1.8166,114.7,168.9
631,1978-04-01,16.4,1.833,114.59,169.9
632,1978-04-01,16.4,1.823,115.18,170.85
633,1978-07-01,4.1,1.8674,120.15,183.25
634,1978-07-01,4.1,1.86835,119.685,184.4
635,1978-07-01,4.1,1.8693,119.22,184.2
636,1978-07-01,4.1,1.8675,118.82,182.75
637,1978-07-01,4.1,1.8735,119.16,183.95
638,1978-07-01,4.1,1.8895,119.38,186.05
639,1978-07-01,4.1,1.884,119.83,185.5
640,1978-07-01,4.1,1.885,120.28,186.3
641,1978-07-01,4.1,1.885,120.43,186.7
642,1978-07-01,4.1,1.882,121.58,186.0
643,1978-07-01,4.1,1.8795,122.36,185.05
644,1978-07-01,4.1,1.8835,122.09,184.85
645,1978-07-01,4.1,1.895,122.8,185.7
646,1978-07-01,4.1,1.9035,123.75,188.4
647,1978-07-01,4.1,1.911,123.6,191.75
648,1978-07-01,4.1,1.924,123.59,195.2
649,1978-07-01,4.1,1.9255,123.79,193.3
650,1978-07-01,4.1,1.9105,124.48,194.3
651,1978-07-01,4.1,1.9072,125.13,194.05
652,1978-07-01,4.1,1.924,125.62,201.3
653,1978-07-01,4.1,1.931,126.32,200.25
654,1978-10-01,5.5,1.9715,133.3,217.1
655,1978-10-01,5.5,1.9735,133.11,221.4
656,1978-10-01,5.5,1.982,133.1,223.5
657,1978-10-01,5.5,1.9817,133.54,222.7
658,1978-10-01,5.5,1.981,134.0,223.1
659,1978-10-01,5.5,1.98225,134.64,222.45
660,1978-10-01,5.5,1.9835,134.93,225.3
661,1978-10-01,5.5,1.9922,135.27,226.3
662,1978-10-01,5.5,1.985,135.57,225.55
663,1978-10-01,5.5,1.986,135.58,224.5
664,1978-10-01,5.5,1.989,133.94,223.4
665,1978-10-01,5.5,1.996,130.96,227.75
666,1978-10-01,5.5,1.9955,128.92,229.0
667,1978-10-01,5.5,1.9935,127.22,225.65
668,1978-10-01,5.5,2.0,123.82,227.95
669,1978-10-01,5.5,2.007,121.94,226.75
670,1978-10-01,5.5,2.0065,121.14,225.8
671,1978-10-01,5.5,2.029,121.16,230.9
672,1978-10-01,5.5,2.069,118.0,233.7
673,1978-10-01,5.5,2.0625,115.25,234.5
674,1978-10-01,5.5,2.0980000000000003,112.4,242.75
675,1978-10-01,5.5,2.076,111.12,242.6
676,1979-01-01,0.7,2.03575,117.91,226.4
677,1979-01-01,0.7,2.03,117.84,226.8
678,1979-01-01,0.7,2.026,119.11,218.6
679,1979-01-01,0.7,2.016,120.66,223.15
680,1979-01-01,0.7,2.0195,122.05,225.5
681,1979-01-01,0.7,2.025,121.92,223.1
682,1979-01-01,0.7,2.0185,122.66,224.0
683,1979-01-01,0.7,2.007,122.28,220.7
684,1979-01-01,0.7,2.0005,122.76,220.65
685,1979-01-01,0.7,1.9955,123.74,217.6
686,1979-01-01,0.7,1.9923,124.47,216.85
687,1979-01-01,0.7,2.0015,123.74,220.65
688,1979-01-01,0.7,2.006,123.59,227.25
689,1979-01-01,0.7,2.0095,124.31,231.75
690,1979-01-01,0.7,2.0035,124.65,230.55
691,1979-01-01,0.7,1.9987,124.66,235.0
692,1979-01-01,0.7,1.9987,125.46,230.0
693,1979-01-01,0.7,2.0,125.34,236.1
694,1979-01-01,0.7,1.993,126.42,233.85
695,1979-01-01,0.7,1.995,127.04,235.45
696,1979-01-01,0.7,1.9952,126.77,235.2
697,1979-01-01,0.7,1.996,126.51,233.5
698,1979-01-01,0.7,1.9896,125.82,233.7
699,1979-04-01,0.4,2.0673,131.36,239.7
700,1979-04-01,0.4,2.067,132.33,240.0
701,1979-04-01,0.4,2.0671,132.75,239.75
702,1979-04-01,0.4,2.077,133.37,240.65
703,1979-04-01,0.4,2.0882,133.75,239.75
704,1979-04-01,0.4,2.0985,133.74,240.2
705,1979-04-01,0.4,2.1025,134.22,239.75
706,1979-04-01,0.4,2.09,133.57,238.35
707,1979-04-01,0.4,2.0745,133.54,233.95
708,1979-04-01,0.4,2.08,133.01,233.26666666666665
709,1979-04-01,0.4,2.0875,132.48,232.5833333333333
710,1979-04-01,0.4,2.0833,132.26,231.9
711,1979-04-01,0.4,2.0737,132.91,233.2
712,1979-04-01,0.4,2.0725,133.18,240.9
713,1979-04-01,0.4,2.0695,133.67,236.4
714,1979-04-01,0.4,2.0714,133.87,236.85
715,1979-04-01,0.4,2.0655,134.29,239.7
716,1979-04-01,0.4,2.0365,134.78,241.8
717,1979-04-01,0.4,2.0473,134.65,242.2
718,1979-04-01,0.4,2.0552,134.37,243.7
719,1979-04-01,0.4,2.068,133.82,245.3
720,1979-07-01,3.0,2.1885,137.03,282.5
721,1979-07-01,3.0,2.2015,137.03,281.35
722,1979-07-01,3.0,2.21525,137.41,283.5
723,1979-07-01,3.0,2.229,137.79,288.25
724,1979-07-01,3.0,2.219,138.64,290.25
725,1979-07-01,3.0,2.201,139.15,287.85
726,1979-07-01,3.0,2.222,138.97,290.5
727,1979-07-01,3.0,2.2325,138.85,290.3
728,1979-07-01,3.0,2.2275,138.68,290.75
729,1979-07-01,3.0,2.229,138.52,287.45
730,1979-07-01,3.0,2.242,138.89,292.8
731,1979-07-01,3.0,2.2695,137.86,296.3
732,1979-07-01,3.0,2.278,137.26,302.15
733,1979-07-01,3.0,2.2925,137.57,299.15
734,1979-07-01,3.0,2.274,137.98,298.75
735,1979-07-01,3.0,2.3015,137.57,304.9
736,1979-07-01,3.0,2.3255,138.02,305.25
737,1979-07-01,3.0,2.3205,138.97,303.35
738,1979-07-01,3.0,2.329,139.52,305.2
739,1979-07-01,3.0,2.313,140.02,305.8
740,1979-07-01,3.0,2.3132,140.54,301.4
741,1979-07-01,3.0,2.2475,141.33,296.45
742,1979-10-01,1.0,2.1925,149.59,414.75
743,1979-10-01,1.0,2.1912,150.01,426.0
744,1979-10-01,1.0,2.1830000000000003,150.51,402.0
745,1979-10-01,1.0,2.186,151.42,384.0
746,1979-10-01,1.0,2.178,152.29,385.0
747,1979-10-01,1.0,2.16625,150.98,372.0
748,1979-10-01,1.0,2.1545,145.2,385.8
749,1979-10-01,1.0,2.1685,139.31,413.0
750,1979-10-01,1.0,2.1635,140.09,401.5
751,1979-10-01,1.0,2.1565,140.71,395.0
752,1979-10-01,1.0,2.157,138.39,402.9
753,1979-10-01,1.0,2.1525,138.34,394.25
754,1979-10-01,1.0,2.1445,139.04,386.0
755,1979-10-01,1.0,2.1525,139.46,380.5
756,1979-10-01,1.0,2.1545,136.59,393.0
757,1979-10-01,1.0,2.1485,133.16,392.0
758,1979-10-01,1.0,2.1125,132.61,385.0
759,1979-10-01,1.0,2.1105,133.02,395.0
760,1979-10-01,1.0,2.1135,132.72,391.8
761,1979-10-01,1.0,2.1048,133.75,375.0
762,1979-10-01,1.0,2.0963,133.91,374.0
763,1979-10-01,1.0,2.0673,135.48,377.6
764,1979-10-01,1.0,2.0745,135.53,382.0
765,1980-01-01,1.3,2.2306,149.65499999999997,543.6666666666666
766,1980-01-01,1.3,2.2427,148.17,559.5
767,1980-01-01,1.3,2.24,145.97,634.0
768,1980-01-01,1.3,2.237,148.02,588.0
769,1980-01-01,1.3,2.2615,148.62,633.5
770,1980-01-01,1.3,2.262,150.68,610.0
771,1980-01-01,1.3,2.266,151.6,607.2
772,1980-01-01,1.3,2.258,153.12,602.85
773,1980-01-01,1.3,2.257,153.87,623.0
774,1980-01-01,1.3,2.2755,154.4,660.0
775,1980-01-01,1.3,2.2765,154.96,684.0
776,1980-01-01,1.3,2.271,155.99,760.0
777,1980-01-01,1.3,2.277,155.81,750.0
778,1980-01-01,1.3,2.2855,156.14,835.0
779,1980-01-01,1.3,2.2835,157.35,850.0
780,1980-01-01,1.3,2.275,156.92,737.5
781,1980-01-01,1.3,2.2775,158.5,695.0
782,1980-01-01,1.3,2.2778,159.24,717.0
783,1980-01-01,1.3,2.261,159.7,668.0
784,1980-01-01,1.3,2.2475,160.7,624.0
785,1980-01-01,1.3,2.2495,160.29,674.25
786,1980-01-01,1.3,2.262,161.3,691.0
787,1980-01-01,1.3,2.2667,161.75,653.0
788,1980-04-01,-8.0,2.1515,133.14,509.5
789,1980-04-01,-8.0,2.154,135.8,500.5
790,1980-04-01,-8.0,2.139,136.01,485.75
791,1980-04-01,-8.0,2.135,134.70499999999998,499.83333333333326
792,1980-04-01,-8.0,2.14,133.4,513.9166666666666
793,1980-04-01,-8.0,2.1790000000000003,134.37,528.0
794,1980-04-01,-8.0,2.186,136.04,554.0
795,1980-04-01,-8.0,2.1915,137.28,526.0
796,1980-04-01,-8.0,2.195,137.75,530.5
797,1980-04-01,-8.0,2.2035,136.67,529.75
798,1980-04-01,-8.0,2.1875,136.39,497.5
799,1980-04-01,-8.0,2.217,135.76,520.0
800,1980-04-01,-8.0,2.215,134.55,513.0
801,1980-04-01,-8.0,2.2185,134.66,515.6
802,1980-04-01,-8.0,2.242,133.08,506.0
803,1980-04-01,-8.0,2.2345,135.71,502.4
804,1980-04-01,-8.0,2.269,136.92,506.5
805,1980-04-01,-8.0,2.2635,138.69,515.7
806,1980-04-01,-8.0,2.2735,137.92,551.5
807,1980-04-01,-8.0,2.283,138.54,524.25
808,1980-04-01,-8.0,2.2695,139.35,513.75
809,1980-04-01,-8.0,2.2585,139.99,518.0
810,1980-07-01,-0.5,2.3615,158.17,660.0
811,1980-07-01,-0.5,2.358,159.18,661.5
812,1980-07-01,-0.5,2.3483,160.87,663.5
813,1980-07-01,-0.5,2.3654,162.25,666.5
814,1980-07-01,-0.5,2.3825,163.63,667.5
815,1980-07-01,-0.5,2.373,163.58,687.5
816,1980-07-01,-0.5,2.3735,164.09,671.0
817,1980-07-01,-0.5,2.3755,163.84,656.5
818,1980-07-01,-0.5,2.3777,164.82,667.0
819,1980-07-01,-0.5,2.3755,166.52,650.0
820,1980-07-01,-0.5,2.3715,167.05,619.5
821,1980-07-01,-0.5,2.3715,167.1,624.75
822,1980-07-01,-0.5,2.38,168.67,627.25
823,1980-07-01,-0.5,2.3742,169.99,606.0
824,1980-07-01,-0.5,2.3795,170.48,617.5
825,1980-07-01,-0.5,2.388,169.79,613.0
826,1980-07-01,-0.5,2.3845,169.82,631.25
827,1980-07-01,-0.5,2.3965,169.92,643.0
828,1980-07-01,-0.5,2.3905,169.63,651.75
829,1980-07-01,-0.5,2.3862,170.02,643.5
830,1980-07-01,-0.5,2.371,171.06,646.75
831,1980-07-01,-0.5,2.3480000000000003,172.33,629.0
832,1980-07-01,-0.5,2.3425,171.81,614.25
833,1980-10-01,7.7,2.391,189.62,682.0
834,1980-10-01,7.7,2.386,190.81,665.75
835,1980-10-01,7.7,2.3883,193.43,660.5
836,1980-10-01,7.7,2.3978,196.01,675.5
837,1980-10-01,7.7,2.3925,196.17,678.15
838,1980-10-01,7.7,2.393,197.18,677.0
839,1980-10-01,7.7,2.3972,197.53,690.0
840,1980-10-01,7.7,2.4028,197.79,685.25
841,1980-10-01,7.7,2.4053,198.87,679.75
842,1980-10-01,7.7,2.4078,199.02,668.5
843,1980-10-01,7.7,2.407,199.43,678.0
844,1980-10-01,7.7,2.4165,197.95,674.0
845,1980-10-01,7.7,2.4130000000000003,197.24,670.5
846,1980-10-01,7.7,2.4295,197.15,657.0
847,1980-10-01,7.7,2.435,196.46,652.5
848,1980-10-01,7.7,2.4345,197.9,660.0
849,1980-10-01,7.7,2.442,195.81,634.5
850,1980-10-01,7.7,2.44,196.17,633.0
851,1980-10-01,7.7,2.438,194.35,637.25
852,1980-10-01,7.7,2.4345,193.76,631.75
853,1980-10-01,7.7,2.441,194.49,644.0
854,1980-10-01,7.7,2.438,192.51,642.5
855,1980-10-01,7.7,2.4365,192.78,629.0
856,1981-01-01,8.1,2.3855,202.945,593.625
857,1981-01-01,8.1,2.382,203.55,595.5625
858,1981-01-01,8.1,2.4155,204.17,597.5
859,1981-01-01,8.1,2.4225,204.07,599.25
860,1981-01-01,8.1,2.4115,197.35,585.0
861,1981-01-01,8.1,2.4035,195.89,574.75
862,1981-01-01,8.1,2.395,197.66,577.75
863,1981-01-01,8.1,2.397,198.44,562.0
864,1981-01-01,8.1,2.388,198.05,562.75
865,1981-01-01,8.1,2.4025,199.08,556.5
866,1981-01-01,8.1,2.4005,199.85,571.5
867,1981-01-01,8.1,2.3935,197.66,560.75
868,1981-01-01,8.1,2.405,201.58,566.75
869,1981-01-01,8.1,2.4185,198.72,562.0
870,1981-01-01,8.1,2.427,198.09,578.0
871,1981-01-01,8.1,2.403,197.12,564.0
872,1981-01-01,8.1,2.407,197.52,553.0
873,1981-01-01,8.1,2.416,196.13,528.5
874,1981-01-01,8.1,2.402,197.18,524.0
875,1981-01-01,8.1,2.4083,197.37,523.5
876,1981-01-01,8.1,2.3968,197.88,493.75
877,1981-01-01,8.1,2.3655,197.81,506.5
878,1981-04-01,-2.9,2.246,211.34,514.25
879,1981-04-01,-2.9,2.218,211.96,519.5
880,1981-04-01,-2.9,2.195,212.65,523.0
881,1981-04-01,-2.9,2.175,211.27,533.75
882,1981-04-01,-2.9,2.2030000000000003,211.76,514.25
883,1981-04-01,-2.9,2.196,212.8,508.5
884,1981-04-01,-2.9,2.19,213.91,503.0
885,1981-04-01,-2.9,2.185,215.15,493.5
886,1981-04-01,-2.9,2.1630000000000003,214.33,473.75
887,1981-04-01,-2.9,2.1758,213.39,483.0
888,1981-04-01,-2.9,2.153,212.8,476.25
889,1981-04-01,-2.9,2.154,216.64,482.5
890,1981-04-01,-2.9,2.154,217.095,482.0
891,1981-04-01,-2.9,2.1575,217.55,481.5
892,1981-04-01,-2.9,2.1617,216.73,481.0
893,1981-04-01,-2.9,2.1865,217.19,501.0
894,1981-04-01,-2.9,2.1745,218.02,488.5
895,1981-04-01,-2.9,2.167,219.56,494.5
896,1981-04-01,-2.9,2.1630000000000003,219.88,483.0
897,1981-04-01,-2.9,2.156,217.63,482.75
898,1981-04-01,-2.9,2.143,216.22,477.25
899,1981-04-01,-2.9,2.1395,216.74,482.75
900,1981-07-01,4.9,1.9025,214.63,422.0
901,1981-07-01,4.9,1.884,212.8,414.5
902,1981-07-01,4.9,1.893,210.95,414.0
903,1981-07-01,4.9,1.9,209.1,403.75
904,1981-07-01,4.9,1.9025,208.01,405.0
905,1981-07-01,4.9,1.879,208.44,397.75
906,1981-07-01,4.9,1.877,210.03,406.25
907,1981-07-01,4.9,1.8925,210.54,416.5
908,1981-07-01,4.9,1.8805,210.86,413.0
909,1981-07-01,4.9,1.862,209.88,402.25
910,1981-07-01,4.9,1.89,210.84,412.25
911,1981-07-01,4.9,1.8825,212.02,418.25
912,1981-07-01,4.9,1.8815,212.76,415.0
913,1981-07-01,4.9,1.867,207.27,412.5
914,1981-07-01,4.9,1.845,207.17,406.0
915,1981-07-01,4.9,1.8607,206.16,411.5
916,1981-07-01,4.9,1.8545,206.41,407.75
917,1981-07-01,4.9,1.8622,208.0,407.5
918,1981-07-01,4.9,1.86,209.42,408.75
919,1981-07-01,4.9,1.8635,208.91,401.5
920,1981-07-01,4.9,1.858,208.95,401.875
921,1981-07-01,4.9,1.857,210.03,402.25
922,1981-07-01,4.9,1.84,211.63,406.0
923,1981-10-01,-4.3,1.831,181.09,436.75
924,1981-10-01,-4.3,1.818,184.37,435.0
925,1981-10-01,-4.3,1.8545,185.91,441.25
926,1981-10-01,-4.3,1.847,185.87,443.0
927,1981-10-01,-4.3,1.869,188.78,445.5
928,1981-10-01,-4.3,1.8985,191.01,443.25
929,1981-10-01,-4.3,1.901,191.27,453.5
930,1981-10-01,-4.3,1.8780000000000001,191.28,449.5
931,1981-10-01,-4.3,1.855,191.92,443.25
932,1981-10-01,-4.3,1.853,189.43,444.25
933,1981-10-01,-4.3,1.847,189.85,446.65
934,1981-10-01,-4.3,1.831,190.24,443.75
935,1981-10-01,-4.3,1.84,189.77,436.7
936,1981-10-01,-4.3,1.819,191.23,437.3
937,1981-10-01,-4.3,1.8212,192.38,429.0
938,1981-10-01,-4.3,1.8148,192.43,433.75
939,1981-10-01,-4.3,1.8205,191.91,432.5
940,1981-10-01,-4.3,1.805,191.01,426.0
941,1981-10-01,-4.3,1.8108,192.61,427.4
942,1981-10-01,-4.3,1.8245,193.75,430.8
943,1981-10-01,-4.3,1.8315,193.08,424.5
944,1981-10-01,-4.3,1.862,195.24,427.0
945,1982-01-01,-6.1,1.9205,195.685,395.83333333333326
946,1982-01-01,-6.1,1.926,195.53,395.0
947,1982-01-01,-6.1,1.912,192.33,403.5
948,1982-01-01,-6.1,1.9253,191.15,401.5
949,1982-01-01,-6.1,1.92,191.02,396.5
950,1982-01-01,-6.1,1.92,192.05,400.25
951,1982-01-01,-6.1,1.887,188.8,388.25
952,1982-01-01,-6.1,1.873,187.32,389.0
953,1982-01-01,-6.1,1.868,185.73,380.0
954,1982-01-01,-6.1,1.8635,185.89,374.75
955,1982-01-01,-6.1,1.87,187.32,379.25
956,1982-01-01,-6.1,1.8835,187.21,373.75
957,1982-01-01,-6.1,1.894,186.16,375.25
958,1982-01-01,-6.1,1.8832,185.72,371.5
959,1982-01-01,-6.1,1.88,186.4,376.0
960,1982-01-01,-6.1,1.8705,185.83,377.25
961,1982-01-01,-6.1,1.8545,183.52,372.0
962,1982-01-01,-6.1,1.8705,183.41,376.5
963,1982-01-01,-6.1,1.866,183.57,381.75
964,1982-01-01,-6.1,1.8745,186.22,383.5
965,1982-01-01,-6.1,1.879,188.39,387.0
966,1982-04-01,1.8,1.79,177.31,327.0
967,1982-04-01,1.8,1.7875,178.56,327.75
968,1982-04-01,1.8,1.7722,178.21,337.5
969,1982-04-01,1.8,1.7505,178.68,345.5
970,1982-04-01,1.8,1.763,179.91,354.0
971,1982-04-01,1.8,1.753,181.15,351.5
972,1982-04-01,1.8,1.754,181.02,352.16666666666674
973,1982-04-01,1.8,1.768,180.89,352.83333333333326
974,1982-04-01,1.8,1.769,180.76,353.5
975,1982-04-01,1.8,1.76,180.41,366.75
976,1982-04-01,1.8,1.7598,181.12,363.25
977,1982-04-01,1.8,1.76,182.25,362.75
978,1982-04-01,1.8,1.773,182.37,357.0
979,1982-04-01,1.8,1.7705,181.94,343.0
980,1982-04-01,1.8,1.777,182.32,346.75
981,1982-04-01,1.8,1.7775,183.66,345.0
982,1982-04-01,1.8,1.7719999999999998,184.93,352.25
983,1982-04-01,1.8,1.7775,185.8,357.0
984,1982-04-01,1.8,1.7745,184.72,351.75
985,1982-04-01,1.8,1.7855,184.89,354.5
986,1982-04-01,1.8,1.794,184.15,348.75
987,1982-04-01,1.8,1.7945,184.7,361.25
988,1982-07-01,-1.5,1.735,170.6,310.25
989,1982-07-01,-1.5,1.731,170.05,312.75
990,1982-07-01,-1.5,1.7274,169.635,315.25
991,1982-07-01,-1.5,1.7238,169.22,311.0
992,1982-07-01,-1.5,1.7105,168.08,306.75
993,1982-07-01,-1.5,1.7105,166.8,313.5
994,1982-07-01,-1.5,1.7245,168.07,328.5
995,1982-07-01,-1.5,1.7325,168.85,343.0
996,1982-07-01,-1.5,1.7225,169.35,352.5
997,1982-07-01,-1.5,1.723,169.21,352.75
998,1982-07-01,-1.5,1.7215,169.61,350.25
999,1982-07-01,-1.5,1.724,170.18,347.0
1000,1982-07-01,-1.5,1.735,170.09,347.5
1001,1982-07-01,-1.5,1.739,170.83,347.75
1002,1982-07-01,-1.5,1.756,171.54,366.5
1003,1982-07-01,-1.5,1.7475,172.06,353.0
1004,1982-07-01,-1.5,1.7665,172.11,363.25
1005,1982-07-01,-1.5,1.764,171.45,352.25
1006,1982-07-01,-1.5,1.7562,170.71,351.25
1007,1982-07-01,-1.5,1.7435,168.37,347.0
1008,1982-07-01,-1.5,1.7380000000000002,167.6,342.5
1009,1982-07-01,-1.5,1.7380000000000002,167.35,342.9
1010,1982-10-01,0.2,1.6980000000000002,188.7,402.0
1011,1982-10-01,0.2,1.6833,188.02,387.5
1012,1982-10-01,0.2,1.6865,188.77,390.25
1013,1982-10-01,0.2,1.6925,191.98,404.0
1014,1982-10-01,0.2,1.7035,195.59,418.5
1015,1982-10-01,0.2,1.7045,198.19,433.0
1016,1982-10-01,0.2,1.7142499999999998,202.31,430.0
1017,1982-10-01,0.2,1.724,202.16,441.25
1018,1982-10-01,0.2,1.7085,205.17,428.75
1019,1982-10-01,0.2,1.706,204.85,448.0
1020,1982-10-01,0.2,1.704,204.46,432.5
1021,1982-10-01,0.2,1.7080000000000002,206.61,428.25
1022,1982-10-01,0.2,1.707,207.48,441.5
1023,1982-10-01,0.2,1.6973,210.7,422.0
1024,1982-10-01,0.2,1.6957,214.28,432.5
1025,1982-10-01,0.2,1.6980000000000002,215.29,428.0
1026,1982-10-01,0.2,1.6805,209.92,418.6
1027,1982-10-01,0.2,1.686,209.92,419.25
1028,1982-10-01,0.2,1.6848,212.2,417.75
1029,1982-10-01,0.2,1.6780000000000002,211.87,418.25
1030,1982-10-01,0.2,1.6769999999999998,212.63,423.25
1031,1983-01-01,5.4,1.6235,230.59,451.96666666666664
1032,1983-01-01,5.4,1.621,231.64,449.5
1033,1983-01-01,5.4,1.621,232.73,454.0
1034,1983-01-01,5.4,1.6065,236.61,454.5
1035,1983-01-01,5.4,1.61,238.6,465.0
1036,1983-01-01,5.4,1.5895,240.94,474.0
1037,1983-01-01,5.4,1.584,240.85,484.5
1038,1983-01-01,5.4,1.575,242.9,480.5
1039,1983-01-01,5.4,1.578,243.48,488.25
1040,1983-01-01,5.4,1.581,245.63,483.25
1041,1983-01-01,5.4,1.589,247.14,498.5
1042,1983-01-01,5.4,1.5759999999999998,246.7,485.0
1043,1983-01-01,5.4,1.574,245.2,495.5
1044,1983-01-01,5.4,1.5719999999999998,245.99,487.25
1045,1983-01-01,5.4,1.5675,243.97,485.0
1046,1983-01-01,5.4,1.5405,236.73,476.0
1047,1983-01-01,5.4,1.5388,239.19,488.75
1048,1983-01-01,5.4,1.548,241.43,486.5
1049,1983-01-01,5.4,1.5365,245.44,496.5
1050,1983-01-01,5.4,1.5362,246.93,493.75
1051,1983-01-01,5.4,1.5202,248.35,499.5
1052,1983-04-01,9.4,1.4780000000000002,269.765,418.75
1053,1983-04-01,9.4,1.4885,268.73,422.75
1054,1983-04-01,9.4,1.5063,268.83,426.75
1055,1983-04-01,9.4,1.517,266.47,428.5
1056,1983-04-01,9.4,1.5035,266.74,425.75
1057,1983-04-01,9.4,1.505,268.1,421.25
1058,1983-04-01,9.4,1.5263,270.81,426.75
1059,1983-04-01,9.4,1.5425,272.73,432.75
1060,1983-04-01,9.4,1.5365,275.93,429.25
1061,1983-04-01,9.4,1.5402,278.81,435.5
1062,1983-04-01,9.4,1.5488,281.6,436.5
1063,1983-04-01,9.4,1.561,282.23,443.0
1064,1983-04-01,9.4,1.5495,281.86,439.5
1065,1983-04-01,9.4,1.5419999999999998,284.81,433.75
1066,1983-04-01,9.4,1.5475,286.84,439.5
1067,1983-04-01,9.4,1.543,288.55,437.0
1068,1983-04-01,9.4,1.568,286.58,441.5
1069,1983-04-01,9.4,1.57,288.11,435.5
1070,1983-04-01,9.4,1.568,288.93,434.25
1071,1983-04-01,9.4,1.5592,290.84,428.5
1072,1983-04-01,9.4,1.5573,293.06,429.25
1073,1983-07-01,8.2,1.531,321.58,416.25
1074,1983-07-01,8.2,1.52975,319.365,416.0
1075,1983-07-01,8.2,1.5285,317.15,410.75
1076,1983-07-01,8.2,1.5395,316.24,411.65
1077,1983-07-01,8.2,1.539,320.03,412.25
1078,1983-07-01,8.2,1.5415,319.57,426.0
1079,1983-07-01,8.2,1.534,320.88,430.5
1080,1983-07-01,8.2,1.5315,316.93,429.0
1081,1983-07-01,8.2,1.5298,314.59,427.25
1082,1983-07-01,8.2,1.528,315.49,426.25
1083,1983-07-01,8.2,1.5165,312.87,422.25
1084,1983-07-01,8.2,1.5197,310.29,422.4
1085,1983-07-01,8.2,1.5179,311.17,423.75
1086,1983-07-01,8.2,1.524,316.76,428.25
1087,1983-07-01,8.2,1.525,319.29,429.75
1088,1983-07-01,8.2,1.5205,320.71,423.5
1089,1983-07-01,8.2,1.5215,320.48,422.0
1090,1983-07-01,8.2,1.525,320.38,425.5
1091,1983-07-01,8.2,1.5275,315.04,426.25
1092,1983-07-01,8.2,1.5253,308.47,425.5
1093,1983-07-01,8.2,1.52,303.96,422.0
1094,1983-10-01,8.6,1.4835,294.64,389.0
1095,1983-10-01,8.6,1.475,294.81,393.5
1096,1983-10-01,8.6,1.489,294.57,389.5
1097,1983-10-01,8.6,1.4903,295.78,394.0
1098,1983-10-01,8.6,1.509,297.36,397.4
1099,1983-10-01,8.6,1.5085,297.42,401.0
1100,1983-10-01,8.6,1.508,295.41,399.0
1101,1983-10-01,8.6,1.504,291.59,394.75
1102,1983-10-01,8.6,1.4995,290.44,398.65
1103,1983-10-01,8.6,1.4994,290.04,398.75
1104,1983-10-01,8.6,1.5005,289.69,395.0
1105,1983-10-01,8.6,1.5005,283.62,397.25
1106,1983-10-01,8.6,1.5003,283.62,394.0
1107,1983-10-01,8.6,1.4978,281.25,389.75
1108,1983-10-01,8.6,1.5018,279.49,394.25
