,DATE,EXCH,STOCK,GOLD
633,11-07-1973,2.5469999999999997,102.69,119.0
634,12-07-1973,2.5443,103.17,121.0
635,13-07-1973,2.542,103.03,121.0
636,16-07-1973,2.5465,103.97,119.9
637,17-07-1973,2.544,104.64,121.0
638,18-07-1973,2.5445,105.77,119.5
639,19-07-1973,2.5335,106.52,114.25
640,20-07-1973,2.5395,107.68,117.75
641,23-07-1973,2.535,107.75,118.75
642,24-07-1973,2.5205,108.29,119.9
643,25-07-1973,2.5035,109.19,118.5
644,26-07-1973,2.485,109.17,119.5
645,27-07-1973,2.504,109.36,117.0
646,30-07-1973,2.5035,108.88,115.5
647,31-07-1973,2.499,108.64,115.6
648,01-08-1973,2.517,107.13,117.5
649,02-08-1973,2.515,106.98,116.1
650,03-08-1973,2.5085,106.82,116.0
651,06-08-1973,2.4925,107.21,115.5
652,07-08-1973,2.497,107.3,114.9
653,08-08-1973,2.5,106.13,113.75
654,09-08-1973,2.481,106.15,110.0
655,10-08-1973,2.475,105.32,106.75
656,13-08-1973,2.475,104.35,102.0
657,14-08-1973,2.4695,103.59,95.5
658,15-08-1973,2.4619999999999997,103.35,94.0
659,16-08-1973,2.459,103.31,103.0
660,17-08-1973,2.4635,103.71,104.0
661,20-08-1973,2.477,102.67,109.5
662,21-08-1973,2.469,102.12,105.7
663,22-08-1973,2.4655,101.34,103.0
664,23-08-1973,2.457,102.53,100.25
665,24-08-1973,2.4585,102.4,101.0
666,27-08-1973,2.461,102.91,102.5
667,28-08-1973,2.4575,102.99,104.0
668,29-08-1973,2.465,103.79,107.3
669,30-08-1973,2.457,103.99,105.5
670,31-08-1973,2.458,104.87,103.5
671,03-09-1973,2.4495,105.185,104.5
672,04-09-1973,2.441,105.5,105.1
673,05-09-1973,2.4219999999999997,106.03,106.1
674,06-09-1973,2.4219999999999997,106.36,105.5
675,07-09-1973,2.4185,107.02,105.25
676,10-09-1973,2.4125,106.25,104.75
677,11-09-1973,2.4085,105.77,102.75
678,12-09-1973,2.4065,105.33,102.25
679,13-09-1973,2.4135,105.6,100.25
680,14-09-1973,2.4115,106.07,100.3
681,17-09-1973,2.411,106.27,104.0
682,18-09-1973,2.4165,106.3,103.0
683,19-09-1973,2.418,107.91,101.4
684,20-09-1973,2.421,108.76,103.25
685,21-09-1973,2.424,109.46,103.5
686,24-09-1973,2.4225,109.69,102.0
687,25-09-1973,2.4225,109.8,101.75
688,26-09-1973,2.423,110.62,102.5
689,27-09-1973,2.4193,111.27,101.25
690,28-09-1973,2.4135,111.2,100.0
691,01-10-1973,2.4135,110.97,96.75
692,02-10-1973,2.4115,111.76,97.75
693,03-10-1973,2.4138,112.13,99.15
694,04-10-1973,2.4128,111.51,99.0
695,05-10-1973,2.4130000000000003,112.56,98.5
696,08-10-1973,2.4124,113.17,100.75
697,09-10-1973,2.4118,113.07,99.6
698,10-10-1973,2.4205,112.17,103.5
699,11-10-1973,2.4255,113.56,103.75
700,12-10-1973,2.426,114.1,101.925
701,15-10-1973,2.4325,113.13,101.25
702,16-10-1973,2.438,113.14,101.85
703,17-10-1973,2.4525,112.66,103.5
704,18-10-1973,2.4445,112.82,101.9
705,19-10-1973,2.437,113.25,101.0
706,22-10-1973,2.44125,112.29,99.25
707,23-10-1973,2.4455,111.81,100.75
708,24-10-1973,2.4425,112.13,99.75
709,25-10-1973,2.4419999999999997,112.31,100.1
710,26-10-1973,2.4355,112.79,98.25
711,29-10-1973,2.4235,112.09,98.25
712,30-10-1973,2.4325,110.63,97.25
713,31-10-1973,2.4385,110.17,98.0
714,01-11-1973,2.4345,109.62,97.0
715,02-11-1973,2.4345,108.93,98.5
716,05-11-1973,2.43,107.21,98.0
717,06-11-1973,2.42625,106.29,98.0
718,07-11-1973,2.4225,106.72,97.4
719,08-11-1973,2.4187,107.31,98.0
720,09-11-1973,2.4015,105.77,98.5
721,12-11-1973,2.388,105.08,97.0
722,13-11-1973,2.3925,104.74,96.9
723,14-11-1973,2.397,101.98,90.0
724,15-11-1973,2.397,101.63,91.25
725,16-11-1973,2.3855,101.38,90.25
726,19-11-1973,2.39,99.0,90.0
727,20-11-1973,2.391,96.58,90.5
728,21-11-1973,2.3915,97.32,90.25
729,22-11-1973,2.3687500000000004,97.31,90.1
730,23-11-1973,2.346,97.3,90.0
731,26-11-1973,2.343,94.13,90.25
732,27-11-1973,2.3575,93.07,92.0
733,28-11-1973,2.336,94.94,101.5
734,29-11-1973,2.34,94.62,101.75
735,30-11-1973,2.343,93.51,101.0
736,03-12-1973,2.34,91.97,100.25
737,04-12-1973,2.3345,91.56,105.5
738,05-12-1973,2.3375,89.73,105.0
739,06-12-1973,2.3369999999999997,91.27,105.75
740,07-12-1973,2.326,92.32,107.25
741,10-12-1973,2.3125,93.54,105.5
742,11-12-1973,2.3065,92.2,104.15
743,12-12-1973,2.3125,90.81,104.0
744,13-12-1973,2.3165,89.12,103.65
745,14-12-1973,2.31,89.63,105.0
746,17-12-1973,2.307,89.13,106.75
747,18-12-1973,2.3085,90.56,109.0
748,19-12-1973,2.31,90.24,108.4
749,20-12-1973,2.3080000000000003,90.27,108.0
750,21-12-1973,2.3075,89.52,106.75
751,24-12-1973,2.3105,88.67,108.0
752,25-12-1973,2.31,89.43,109.25
753,26-12-1973,2.3095,90.19,110.5
754,27-12-1973,2.313,91.25,111.75
755,28-12-1973,2.318,91.68,112.0
756,31-12-1973,2.3225,92.19,112.25
757,01-01-1974,2.3135,92.36,114.375
758,02-01-1974,2.3045,92.53,116.5
759,03-01-1974,2.2855,94.18,121.25
760,04-01-1974,2.276,94.1,118.5
761,07-01-1974,2.2265,94.47,121.5
762,08-01-1974,2.2295,94.02,126.5
763,09-01-1974,2.241,92.2,124.0
764,10-01-1974,2.2375,91.42,120.0
765,11-01-1974,2.2485,92.23,122.0
766,14-01-1974,2.231,92.4,124.75
767,15-01-1974,2.191,93.07,125.5
768,16-01-1974,2.1775,94.49,126.25
769,17-01-1974,2.18,95.95,128.35
770,18-01-1974,2.186,95.32,130.0
771,21-01-1974,2.1735,94.48,138.25
772,22-01-1974,2.182,95.29,137.4
773,23-01-1974,2.185,95.76,134.5
774,24-01-1974,2.2015,95.61,141.0
775,25-01-1974,2.204,95.4,140.9
776,28-01-1974,2.206,95.02,139.5
777,29-01-1974,2.22,94.56,137.5
778,30-01-1974,2.255,95.17,135.55
779,31-01-1974,2.286,94.93,132.5
780,01-02-1974,2.2765,94.15,130.5
781,04-02-1974,2.2635,92.89,133.5
782,05-02-1974,2.248,92.46,140.0
783,06-02-1974,2.2335,92.74,138.0
784,07-02-1974,2.2425,92.81,139.0
785,08-02-1974,2.2385,92.2,143.0
786,11-02-1974,2.2425,91.13,145.0
787,12-02-1974,2.2545,90.5,146.5
788,13-02-1974,2.2665,90.08,144.0
789,14-02-1974,2.2735,90.21,146.0
790,15-02-1974,2.278,90.98,148.9
791,18-02-1974,2.28,90.9,150.0
792,19-02-1974,2.282,90.82,149.5
793,20-02-1974,2.2875,91.56,150.0
794,21-02-1974,2.295,92.17,156.75
795,22-02-1974,2.3155,92.93,163.0
796,25-02-1974,2.292,92.72,169.5
797,26-02-1974,2.311,93.11,175.0
798,27-02-1974,2.3005,94.06,174.0
799,28-02-1974,2.3015,94.35,162.5
800,01-03-1974,2.286,94.05,167.5
801,04-03-1974,2.2795,93.8,166.0
802,05-03-1974,2.324,94.71,159.0
803,06-03-1974,2.33,95.12,160.0
804,07-03-1974,2.3225,94.53,166.0
805,08-03-1974,2.322,95.17,165.0
806,11-03-1974,2.322,95.87,165.5
807,12-03-1974,2.327,95.8,163.0
808,13-03-1974,2.3480000000000003,96.33,164.5
809,14-03-1974,2.3455,96.51,164.5
810,15-03-1974,2.334,96.53,163.85
811,18-03-1974,2.3295,95.37,164.0
812,19-03-1974,2.331,94.75,169.0
813,20-03-1974,2.345,94.95,176.0
814,21-03-1974,2.36,95.36,175.0
815,22-03-1974,2.3409999999999997,95.45,177.5
816,25-03-1974,2.3665,95.35,176.75
817,26-03-1974,2.37,95.27,172.25
818,27-03-1974,2.375,94.21,174.0
819,28-03-1974,2.4019999999999997,92.87,174.5
820,29-03-1974,2.3930000000000002,92.27,173.0
821,01-04-1974,2.396,91.9,174.1
822,02-04-1974,2.397,92.03,177.0
823,03-04-1974,2.3985,92.13,179.5
824,04-04-1974,2.3925,91.88,176.25
825,05-04-1974,2.3930000000000002,90.7,173.25
826,08-04-1974,2.3935,89.92,167.0
827,09-04-1974,2.383,90.18,170.0
828,10-04-1974,2.3555,89.87,173.25
829,11-04-1974,2.3615,89.79,173.5
830,12-04-1974,2.364,89.605,173.08333333333337
831,15-04-1974,2.3635,89.42,172.66666666666663
832,16-04-1974,2.3569999999999998,90.33,172.25
833,17-04-1974,2.3680000000000003,90.72,169.9
834,18-04-1974,2.372,90.9,170.0
835,19-04-1974,2.3845,90.31,172.0
836,22-04-1974,2.39,90.27,174.75
837,23-04-1974,2.4019999999999997,88.47,174.7
838,24-04-1974,2.4090000000000003,86.95,170.75
839,25-04-1974,2.403,86.04,169.0
840,26-04-1974,2.41,86.24,169.0
841,29-04-1974,2.432,86.46,169.25
842,30-04-1974,2.424,86.86,169.25
843,01-05-1974,2.4185,87.63,169.5
844,02-05-1974,2.419,87.97,169.65
845,03-05-1974,2.418,87.47,169.0
846,06-05-1974,2.435,87.31,166.0
847,07-05-1974,2.4155,86.66,163.0
848,08-05-1974,2.43,85.74,157.75
849,09-05-1974,2.4305,85.81,166.25
850,10-05-1974,2.43,84.3,167.7
851,13-05-1974,2.4290000000000003,83.18,166.5
852,14-05-1974,2.4185,83.16,166.25
853,15-05-1974,2.4245,83.51,164.4
854,16-05-1974,2.4125,83.5,164.0
855,17-05-1974,2.41,81.93,165.5
856,20-05-1974,2.405,81.43,162.9
857,21-05-1974,2.406,81.29,161.0
858,22-05-1974,2.4145,80.72,163.0
859,23-05-1974,2.4115,80.55,159.5
860,24-05-1974,2.401,81.45,161.75
861,27-05-1974,2.397,81.255,157.875
862,28-05-1974,2.3930000000000002,81.06,154.0
863,29-05-1974,2.391,79.78,155.5
864,30-05-1974,2.392,80.09,162.0
865,31-05-1974,2.396,80.2,156.75
866,03-06-1974,2.398,81.08,155.5
867,04-06-1974,2.401,81.77,154.5
868,05-06-1974,2.408,82.21,161.75
869,06-06-1974,2.4075,83.2,159.0
870,07-06-1974,2.4025,83.71,155.5
871,10-06-1974,2.4,83.92,157.4
872,11-06-1974,2.395,83.34,157.25
873,12-06-1974,2.3945,83.1,156.5
874,13-06-1974,2.3905,83.24,157.0
875,14-06-1974,2.3925,82.76,160.5
876,17-06-1974,2.3895,81.54,157.5
877,18-06-1974,2.3875,81.25,155.5
878,19-06-1974,2.39,80.66,153.6
879,20-06-1974,2.386,79.85,151.75
880,21-06-1974,2.377,79.11,153.75
881,24-06-1974,2.3555,78.88,150.0
882,25-06-1974,2.3705,79.35,149.75
883,26-06-1974,2.3785,78.27,146.5
884,27-06-1974,2.3890000000000002,76.83,144.5
885,28-06-1974,2.3905,75.96,144.25
886,01-07-1974,2.386,75.39,143.0
887,02-07-1974,2.398,73.81,137.0
888,03-07-1974,2.397,73.66,136.5
889,04-07-1974,2.3925,73.615,129.0
890,05-07-1974,2.388,73.57,134.0
891,08-07-1974,2.388,70.96,141.0
892,09-07-1974,2.3875,70.59,145.5
893,10-07-1974,2.388,69.82,138.75
894,11-07-1974,2.3825,69.95,137.0
895,12-07-1974,2.386,71.68,137.0
896,15-07-1974,2.3875,71.98,138.75
897,16-07-1974,2.386,71.63,141.0
898,17-07-1974,2.39,72.71,140.75
899,18-07-1974,2.3925,72.81,144.0
900,19-07-1974,2.3928,73.4,145.5
901,22-07-1974,2.3915,73.42,143.0
902,23-07-1974,2.39,74.44,144.0
903,24-07-1974,2.394,74.63,144.25
904,25-07-1974,2.3905,73.51,149.0
905,26-07-1974,2.3923,72.83,149.0
906,29-07-1974,2.3930000000000002,71.49,157.5
907,30-07-1974,2.3825,71.3,157.0
908,31-07-1974,2.387,69.99,156.0
909,01-08-1974,2.383,69.63,159.4
910,02-08-1974,2.3845,69.4,156.5
911,05-08-1974,2.384,69.67,153.6
912,06-08-1974,2.38,70.53,155.0
913,07-08-1974,2.3762,71.68,154.5
914,08-08-1974,2.3645,70.66,152.0
915,09-08-1974,2.373,70.69,154.25
916,12-08-1974,2.3695,70.36,152.25
917,13-08-1974,2.3585,68.82,151.5
918,14-08-1974,2.3565,67.25,156.25
919,15-08-1974,2.3447,66.88,153.0
920,16-08-1974,2.3385,65.86,155.5
921,19-08-1974,2.3245,65.13,155.25
922,20-08-1974,2.32,65.72,156.0
923,21-08-1974,2.3225,64.92,155.5
924,22-08-1974,2.313,63.59,154.5
925,23-08-1974,2.3225,62.57,154.0
926,26-08-1974,2.3245,62.94,153.75
927,27-08-1974,2.3125,62.34,153.5
928,28-08-1974,2.3185,62.43,154.35
929,29-08-1974,2.3165,61.37,154.55
930,30-08-1974,2.3162,62.37,156.0
931,02-09-1974,2.3131,61.625,158.5
932,03-09-1974,2.31,60.88,157.75
933,04-09-1974,2.3135,58.95,156.9
934,05-09-1974,2.311,60.22,157.5
935,06-09-1974,2.3106,60.7,157.0
936,09-09-1974,2.313,59.37,155.5
937,10-09-1974,2.3165,58.97,154.5
938,11-09-1974,2.315,58.96,152.9
939,12-09-1974,2.3155,57.71,154.4
940,13-09-1974,2.312,56.66,153.0
941,16-09-1974,2.3133,57.24,152.75
942,17-09-1974,2.3169999999999997,57.72,147.75
943,18-09-1974,2.3195,58.12,148.0
944,19-09-1974,2.315,59.52,149.5
945,20-09-1974,2.3142,59.9,146.0
946,23-09-1974,2.3165,59.66,148.0
947,24-09-1974,2.3148,58.84,147.5
948,25-09-1974,2.316,58.76,147.25
949,26-09-1974,2.323,57.87,145.4
950,27-09-1974,2.332,57.12,148.75
951,30-09-1974,2.3325,55.67,151.25
952,01-10-1974,2.3362,55.48,155.75
953,02-10-1974,2.3335,55.67,154.0
954,03-10-1974,2.327,54.87,155.65
955,04-10-1974,2.335,55.16,159.0
956,07-10-1974,2.3357,56.57,157.5
957,08-10-1974,2.3343,56.13,155.1
958,09-10-1974,2.3409999999999997,57.57,155.7
959,10-10-1974,2.325,59.13,158.25
960,11-10-1974,2.334,60.42,157.0
961,14-10-1974,2.3325,61.73,154.85
962,15-10-1974,2.331,61.4,155.0
963,16-10-1974,2.3337,61.19,155.0
964,17-10-1974,2.3326,62.04,155.0
965,18-10-1974,2.3324,62.75,155.25
966,21-10-1974,2.3299,63.82,157.0
967,22-10-1974,2.3295,64.14,158.0
968,23-10-1974,2.3325,63.4,157.8
969,24-10-1974,2.3315,62.6,162.0
970,25-10-1974,2.3332,62.88,163.25
971,28-10-1974,2.3323,62.5,167.5
972,29-10-1974,2.3342,63.67,168.25
973,30-10-1974,2.3352,64.88,168.0
974,31-10-1974,2.3355,65.23,167.0
975,01-11-1974,2.338,65.06,167.75
976,04-11-1974,2.343,64.62,169.25
977,05-11-1974,2.3451,65.99,173.75
978,06-11-1974,2.3472,66.11,178.0
979,07-11-1974,2.3464,66.64,177.25
980,08-11-1974,2.335,66.51,183.0
981,11-11-1974,2.3169999999999997,66.72,182.0
982,12-11-1974,2.299,65.36,180.0
983,13-11-1974,2.303,64.98,185.25
984,14-11-1974,2.3135,65.04,188.25
985,15-11-1974,2.3145,64.41,187.5
986,18-11-1974,2.3325,62.09,190.5
987,19-11-1974,2.3235,60.93,187.75
988,20-11-1974,2.3197,60.75,180.5
989,21-11-1974,2.3209999999999997,61.49,182.5
990,22-11-1974,2.32,62.07,182.0
991,25-11-1974,2.3222,61.68,183.75
992,26-11-1974,2.3245,62.65,186.0
993,27-11-1974,2.3247,62.8,184.25
994,28-11-1974,2.3251,62.875,181.5
995,29-11-1974,2.3255,62.95,184.0
996,02-12-1974,2.3245,61.66,185.75
997,03-12-1974,2.3235,60.5,183.0
998,04-12-1974,2.3275,60.41,174.25
999,05-12-1974,2.329,58.92,178.5
1000,06-12-1974,2.3297,58.21,180.9
1001,09-12-1974,2.335,57.91,180.5
1002,10-12-1974,2.3242,58.76,178.0
1003,11-12-1974,2.3157,59.27,174.75
1004,12-12-1974,2.306,59.36,175.75
1005,13-12-1974,2.313,59.22,179.75
1006,16-12-1974,2.3293,58.85,183.0
1007,17-12-1974,2.3343,59.18,188.5
1008,18-12-1974,2.3415,59.63,187.0
1009,19-12-1974,2.3295,59.46,186.25
1010,20-12-1974,2.3255,58.67,187.5
1011,23-12-1974,2.3295,57.86,193.0
1012,24-12-1974,2.331,58.31,193.5
1013,25-12-1974,2.3315,58.595,194.0
1014,26-12-1974,2.332,58.88,194.5
1015,27-12-1974,2.3432,58.74,195.0
1016,30-12-1974,2.346,58.78,195.25
1017,31-12-1974,2.347,59.82,186.5
1018,01-01-1975,2.34,60.26000000000001,180.75
1019,02-01-1975,2.333,60.7,175.0
1020,03-01-1975,2.3414,61.23,174.0
1021,06-01-1975,2.3535,61.74,173.5
1022,07-01-1975,2.354,61.89,169.5
1023,08-01-1975,2.347,61.5,180.0
1024,09-01-1975,2.35,62.37,179.0
1025,10-01-1975,2.352,63.69,177.25
1026,13-01-1975,2.3531,63.34,180.25
1027,14-01-1975,2.3476,63.11,177.1
1028,15-01-1975,2.354,63.87,178.25
1029,16-01-1975,2.3535,64.8,176.0
1030,17-01-1975,2.3525,64.4,173.75
1031,20-01-1975,2.359,64.44,175.0
1032,21-01-1975,2.3635,64.18,175.75
1033,22-01-1975,2.376,64.12,175.5
1034,23-01-1975,2.3815,64.49,174.0
1035,24-01-1975,2.3835,65.38,177.5
1036,27-01-1975,2.4,67.04,179.0
1037,28-01-1975,2.3865,67.92,176.5
1038,29-01-1975,2.37,69.08,178.0
1039,30-01-1975,2.3765,68.99,177.25
1040,31-01-1975,2.3825,69.78,175.8
1041,03-02-1975,2.375,70.73,176.25
1042,04-02-1975,2.369,70.13,174.25
1043,05-02-1975,2.3680000000000003,71.07,175.0
1044,06-02-1975,2.371,71.46,173.4
1045,07-02-1975,2.374,71.12,174.5
1046,10-02-1975,2.3875,70.82,174.0
1047,11-02-1975,2.384,70.83,174.5
1048,12-02-1975,2.38675,71.59,174.9
1049,13-02-1975,2.3895,72.88,178.6
1050,14-02-1975,2.3905,73.26,184.0
1051,17-02-1975,2.3919,72.86500000000002,181.4
1052,18-02-1975,2.3933,72.47,181.0
1053,19-02-1975,2.398,72.87,184.25
1054,20-02-1975,2.4005,73.58,183.75
1055,21-02-1975,2.4027,73.79,184.75
1056,24-02-1975,2.4195,73.14,185.25
1057,25-02-1975,2.416,72.07,185.0
1058,26-02-1975,2.426,72.24,183.0
1059,27-02-1975,2.4305,72.53,182.25
1060,28-02-1975,2.43,73.0,181.75
1061,03-03-1975,2.4318,73.83,181.85
1062,04-03-1975,2.4285,74.21,179.75
1063,05-03-1975,2.4315,73.9,178.5
1064,06-03-1975,2.428,74.03,180.5
1065,07-03-1975,2.411,74.4,178.0
1066,10-03-1975,2.4055,74.88,176.25
1067,11-03-1975,2.42,75.04,178.9
1068,12-03-1975,2.4090000000000003,74.13,177.5
1069,13-03-1975,2.415,74.68,178.75
1070,14-03-1975,2.418,76.07,178.0
1071,17-03-1975,2.4187,76.27,177.75
1072,18-03-1975,2.4255,76.18,178.5
1073,19-03-1975,2.4282,75.67,178.5
1074,20-03-1975,2.4237,75.78,177.25
1075,21-03-1975,2.4215,75.92,176.25
1076,24-03-1975,2.4167,74.42,177.0
1077,25-03-1975,2.4145,74.33,176.75
1078,26-03-1975,2.412,75.56,177.75
1079,27-03-1975,2.404,76.18,177.25
1080,28-03-1975,2.408,75.92,177.25
1081,31-03-1975,2.406,75.66,177.25
1082,01-04-1975,2.408,75.42,177.25
1083,02-04-1975,2.408,75.62,177.25
1084,03-04-1975,2.4022,74.95,175.6
1085,04-04-1975,2.3903,74.73,173.65
1086,07-04-1975,2.3801,74.34,172.6
1087,08-04-1975,2.3811,74.53,174.0
1088,09-04-1975,2.3768,75.4,173.1
1089,10-04-1975,2.3615,75.76,172.5
1090,11-04-1975,2.365,76.31,171.9
1091,14-04-1975,2.3559,77.33,167.5
1092,15-04-1975,2.3665,77.51,164.0
1093,16-04-1975,2.3655,78.0,166.5
1094,17-04-1975,2.37,78.26,167.5
1095,18-04-1975,2.3745,78.08,170.25
1096,21-04-1975,2.3624,79.08,165.6
1097,22-04-1975,2.3545,78.54,165.5
1098,23-04-1975,2.369,78.24,168.0
1099,24-04-1975,2.3595,78.07,167.2
1100,25-04-1975,2.352,78.64,166.1
1101,28-04-1975,2.346,78.28,166.5
1102,29-04-1975,2.356,77.82,167.05
1103,30-04-1975,2.351,78.54,167.0
1104,01-05-1975,2.3482,79.27,166.0
1105,02-05-1975,2.3368,80.25,165.5
1106,05-05-1975,2.3405,81.14,163.5
1107,06-05-1975,2.3385,80.81,164.0
1108,07-05-1975,2.3379,81.31,165.25
1109,08-05-1975,2.3408,82.12,166.25
1110,09-05-1975,2.3169999999999997,82.82,165.75
1111,12-05-1975,2.299,82.3,165.4
1112,13-05-1975,2.3065,82.35,165.5
1113,14-05-1975,2.3080000000000003,82.91,166.75
1114,15-05-1975,2.3005,82.79,166.0
1115,16-05-1975,2.3023,82.44,165.75
1116,19-05-1975,2.303,81.99,167.75
1117,20-05-1975,2.3038,81.82,166.9
1118,21-05-1975,2.3145,80.95,168.5
1119,22-05-1975,2.327,81.56,174.75
1120,23-05-1975,2.3265,82.62,173.4
1121,26-05-1975,2.3265,82.555,172.7
1122,27-05-1975,2.3265,82.49,172.0
1123,28-05-1975,2.32,81.98,171.0
1124,29-05-1975,2.3165,81.78,168.25
1125,30-05-1975,2.316,83.1,167.0
1126,02-06-1975,2.32,83.88,161.75
1127,03-06-1975,2.3203,84.14,165.25
1128,04-06-1975,2.318,84.04,165.75
1129,05-06-1975,2.3225,84.24,164.5
1130,06-06-1975,2.3197,84.77,165.25
1131,09-06-1975,2.3169999999999997,84.01,165.35
1132,10-06-1975,2.316,83.4,165.9
1133,11-06-1975,2.2815,83.6,164.75
1134,12-06-1975,2.2775,82.99,165.5
1135,13-06-1975,2.2835,83.43,164.35
1136,16-06-1975,2.275,84.01,164.0
1137,17-06-1975,2.272,83.43,164.0
1138,18-06-1975,2.2729,83.47,163.75
1139,19-06-1975,2.2735,84.55,162.85
1140,20-06-1975,2.273,85.24,162.5
1141,23-06-1975,2.2715,85.77,162.4
1142,24-06-1975,2.2569999999999997,86.23,162.4
1143,25-06-1975,2.2565,86.3,164.0
1144,26-06-1975,2.241,86.45,164.0
1145,27-06-1975,2.225,86.5,164.5
1146,30-06-1975,2.1935,87.02,166.25
1147,01-07-1975,2.209,86.33,166.5
1148,02-07-1975,2.1995,85.64,165.0
1149,03-07-1975,2.1945,86.2,164.0
1150,04-07-1975,2.19025,85.9,164.25
1151,07-07-1975,2.186,85.6,162.5
1152,08-07-1975,2.1945,85.39,164.0
1153,09-07-1975,2.206,86.5,165.85
1154,10-07-1975,2.1985,86.83,163.25
1155,11-07-1975,2.1995,87.2,165.3
1156,14-07-1975,2.1915,87.58,166.75
1157,15-07-1975,2.1825,88.0,165.0
1158,16-07-1975,2.185,87.39,164.1
1159,17-07-1975,2.1792,87.13,164.1
1160,18-07-1975,2.175,87.02,164.0
1161,21-07-1975,2.1755,86.77,164.25
1162,22-07-1975,2.178,85.72,165.25
1163,23-07-1975,2.18,84.62,164.25
1164,24-07-1975,2.1785,84.14,164.85
1165,25-07-1975,2.1785,83.6,166.25
1166,28-07-1975,2.176,83.09,167.0
1167,29-07-1975,2.1755,82.67,168.4
1168,30-07-1975,2.1630000000000003,83.03,167.25
1169,31-07-1975,2.154,83.19,166.7
1170,01-08-1975,2.1475,81.62,166.75
1171,04-08-1975,2.1415,80.98,166.5
1172,05-08-1975,2.1405,80.17,166.05
1173,06-08-1975,2.128,80.24,164.85
1174,07-08-1975,2.104,79.59,165.3
1175,08-08-1975,2.104,79.55,164.35
1176,11-08-1975,2.102,79.45,161.9
1177,12-08-1975,2.1035,79.6,163.5
1178,13-08-1975,2.1075,79.09,162.3
1179,14-08-1975,2.108,78.45,161.8
1180,15-08-1975,2.108,78.58,162.1
1181,18-08-1975,2.108,78.03,161.7
1182,19-08-1975,2.1175,76.65,161.35
1183,20-08-1975,2.119,75.52,162.7
1184,21-08-1975,2.1109999999999998,75.9,161.9
1185,22-08-1975,2.106,76.45,161.95
1186,25-08-1975,2.1055,76.84,161.89999999999995
1187,26-08-1975,2.109,76.21,161.85
1188,27-08-1975,2.1105,76.57,161.4
1189,28-08-1975,2.1095,78.06,161.9
1190,29-08-1975,2.11,79.01,159.8
1191,01-09-1975,2.1095,78.45,155.0
1192,02-09-1975,2.109,77.89,149.25
1193,03-09-1975,2.112,78.08,150.35
1194,04-09-1975,2.1085,78.13,153.25
1195,05-09-1975,2.109,77.78,153.25
1196,08-09-1975,2.1109999999999998,77.46,152.25
1197,09-09-1975,2.1095,76.6,148.5
1198,10-09-1975,2.1105,75.24,149.9
1199,11-09-1975,2.11,74.85,147.65
1200,12-09-1975,2.1065,74.72,148.0
1201,15-09-1975,2.1055,74.47,148.25
1202,16-09-1975,2.0905,73.78,147.1
1203,17-09-1975,2.081,73.87,142.9
1204,18-09-1975,2.0785,74.78,139.5
1205,19-09-1975,2.08,76.39,135.5
1206,22-09-1975,2.0709999999999997,75.86,136.6
1207,23-09-1975,2.044,75.94,128.75
1208,24-09-1975,2.0445,76.43,132.75
1209,25-09-1975,2.0469999999999997,76.1,134.5
1210,26-09-1975,2.0445,76.14,136.3
1211,29-09-1975,2.0365,75.37,139.25
1212,30-09-1975,2.043,74.33,141.25
1213,01-10-1975,2.04,73.8,143.5
1214,02-10-1975,2.0385,74.16,144.65
1215,03-10-1975,2.0375,75.5,138.9
1216,06-10-1975,2.043,76.03,140.75
1217,07-10-1975,2.0415,75.88,142.5
1218,08-10-1975,2.043,76.61,139.3
1219,09-10-1975,2.0475,76.87,140.0
1220,10-10-1975,2.0580000000000003,76.96,142.25
1221,13-10-1975,2.05275,77.7,142.0
1222,14-10-1975,2.0475,78.19,140.5
1223,15-10-1975,2.0555,78.2,142.75
1224,16-10-1975,2.0555,77.63,143.25
1225,17-10-1975,2.0575,78.22,144.9
1226,20-10-1975,2.061,78.13,144.75
1227,21-10-1975,2.061,78.43,146.25
1228,22-10-1975,2.0745,78.91,144.5
1229,23-10-1975,2.0665,78.06,144.15
1230,24-10-1975,2.0695,78.62,143.5
1231,27-10-1975,2.069,78.29,142.9
1232,28-10-1975,2.066,78.73,142.7
1233,29-10-1975,2.068,77.58,142.75
1234,30-10-1975,2.072,77.45,143.75
1235,31-10-1975,2.0780000000000003,76.99,142.9
1236,03-11-1975,2.0745,76.62,143.25
1237,04-11-1975,2.0695,76.86,144.0
1238,05-11-1975,2.0645,77.3,145.9
1239,06-11-1975,2.0685,77.39,145.9
1240,07-11-1975,2.0655,77.21,144.6
1241,10-11-1975,2.066,77.46,144.2
1242,11-11-1975,2.06475,78.0,144.25
1243,12-11-1975,2.0635,79.27,143.85
1244,13-11-1975,2.053,79.22,143.85
1245,14-11-1975,2.0455,78.98,142.0
1246,17-11-1975,2.032,79.1,142.0
1247,18-11-1975,2.0355,78.62,139.25
1248,19-11-1975,2.0405,77.87,141.75
1249,20-11-1975,2.046,77.67,142.4
1250,21-11-1975,2.0415,77.74,141.35
1251,24-11-1975,2.0375,77.92,140.6
1252,25-11-1975,2.0373,78.18,141.4
1253,26-11-1975,2.032,78.56,140.6
1254,27-11-1975,2.026,78.68,139.0
1255,28-11-1975,2.02,78.8,138.15
1256,01-12-1975,2.021,78.66,137.9
1257,02-12-1975,2.02,77.33,139.3
1258,03-12-1975,2.024,75.67,139.45
1259,04-12-1975,2.029,75.2,138.85
